Id,Expected,Rooms,SqrMeters,Floor,Location,Centre,Description
1054,298000,3,64,1,Poznań Grunwald ul. Raszkowska,0,Polecam na sprzedaż mieszkanie 3 pokojowe przy ulicy Raszkowskiej na poznańskim Grunwaldzie. Mieszkanie składa się z przestronnych pokoi niezależnej kuchni łazienki oraz dwóch tarasów. Lokal o powierzchni 64m2 znajduje się na parterze niskiego 4...
3738,298845,1,26.1,1,Poznań ul. Poznania,1,Zapraszamy do zapoznania się z ofertą inwestycyjnych apartamentów w Gdańsku z gwarantowaną stopą zwrotu na poziomie 5% netto w skali roku!! Inwestycja dewelopersko - hotelarska o wyjątkowym charakterze w której architektura w nowoczesny...
1400,300000,2,53.56,4,Poznań Stare Miasto ,1,Ładne 2-pokojowe mieszkanie w kamienicy z windą o powierzchni 53 5 m2 . CENTRUM MIASTA!! Główne atuty nieruchomości: • bliskość komunikacji miejskiej Nieruchomość złożona z: • pokój 18 m.kw • pokój 16 m.kw • kuchnia zamykana z oknem 7 m.kw •...
1298,280000,6,81,1,Poznań Poznań ul. Leszka,0,Na sprzedaż dwa mieszkania o pow 81m2 każde składające się z 3 pokoi kuchni oraz łazienki. Lokale znajdują się w domu wolnostojącym w Antoninku na ul. Leszka dobrze skomunikowany punkt 100m do przystanku autobusowego 300m szkoła pełna...
1162,198000,2,39.1,11,Poznań Winogrady ul. Os.Przyjaźni,0,NA SPRZEDAŻ MAŁE 2-POKOJOWE MIESZKANKO Do wydania od zaraz. W mieszkaniu podłoga z parkietu w pokojach a w kuchni łazience i przedpokoju płytki. Centralne ogrzewanie i podgrzana woda z cieplika a do celów kuchennych gaz ziemny. Do mieszkania...
4052,289000,3,65,1,Poznań Piątkowo Winogrady ul. Chrobrego Os.,1,Polecam na sprzedaż trzypokojowe mieszkanie zlokalizowane na Poznańskim Piątkowie os. Bolesława Chrobrego. Mieszkanie usytuowane jest na parterze w ocieplonym i odnowionym bloku. Na metraż 65m2 składa się z trzech niezależnych pokoi 21.3 ...
470,174000,2,49,1,Poznań Łazarz ul. Mottego,0,Sprzedam mieszkanie 2 pokojowe na 1 piętrze w oficynie kamienicy. Pokoje w układzie przejściowym ogrzewanie piecami kaflowymi. Istnieje możliwość zainstalowania centralnego ogrzewania - instalacja gazowa doprowadzona do lokalu. Okna plastikowe ...
179,310208,2,48.47,7,Poznań Piątkowo ul. Kurpińskiego,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
1021,250000,3,54,3,Poznań Rataje ul. Osiedle Czecha,0,LOKAL Mieszkanie trzypokojowe z balkonem. Trzecie piętro w niskim odnowionym i ocieplonym bloku. W pełni niezależny i bardzo funkcjonalny układ pomieszczeń. Ustawne pokoje. Wystawa okien wschód-zachód. Środkowe ciepłe i jasne. W całym mieszkaniu...
1682,535000,3,68,4,Poznań Grunwald ul. Brzask,0,Polecam kupno mieszkania w nowoczesnym kompleksie mieszkaniowy na Grunwaldzie w Poznaniu - Ataner 2010 zamknięty monitorowany i chroniony. Mieszkanie godne polecenia - świetnie utrzymane zadbane i atrakcyjne. Mieszkanie trzy pokojowe - 68m2...
1103,490000,3,115,1,Poznań Jeżyce ul. Jeżycka,0,Polecam atrakcyjne trzypokojowe mieszkanie w kamienicy w centrum Poznania. Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej Nieruchomość złożona z: • pokój 22 2 m.kw • pokój 20 m.kw • pokój 24 1...
1264,220000,2,38.4,7,Poznań Winiary Bonin ul. Bonin,0,ARKEI NIERUCHOMOŚCI poleca dwupokojowe mieszkanie położone w bardzo dobrej lokalizacji Bonin Sołacz. Mieszkanie idealnie nadaje się dla rodziny lub pod inwestycje na wynajem ! OPIS MIESZKANIA: Mieszkanie o powierzchni 38 4 m2 znajduje się na...
262,250000,2,50,3,Poznań Grunwald ul. Chociszewskiego,0,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż bardzo atrakcyjne mieszkanie zlokalizowane na ul. Chociszewskiego/ Reymonta w bliskim sąsiedztwie Parku przy...
448,236160,2,38.4,3,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
653,349000,3,57,1,Poznań Piątkowo ul. Batorego,0,Polecam na sprzedaż bardzo ładne nowoczesne mieszkanie 3 -pokojowe z tarasem na wysokim parterze w budynku wybudowanym z cegły w 2006 r na Piątkowie Os. Batorego ( nowa część) o powierzchni 57 m 2 Mieszkanie posiada funkcjonalny rozkład...
1137,355000,2,48,1,Poznań Piątkowo,0,Polecamy na sprzedaż 2-pokojowe mieszkanie o powierzchni 48 m2 na os. Piątkowie. Mieszkanie składa się z: - duży pokój - 17 m2 z balkonem o powierzchni 13 m2 z szafą suwaną o szer. 3 3 m - sypialnia - 11 m2 z roletą zewnętrzną - kuchnia -...
4349,560000,3,104.9,2,Poznań ul. Działowa Św Wojciecha Plac Wielkopolski,1,Zachęcam do zapoznania się z ofertą sprzedaży 3 pokojowego mieszkania o pow. 104 90 m2 na idealnym drugim piętrze odnowionej kamienicy w prestiżowej lokalizacji nieopodal Placu Wielkopolskiego w centrum miasta. Powierzchnię tworzą: >salon ok 30...
762,189000,2,40.2,4,Poznań Grunwald ul. Małeckiego,0,Mieszkanie dla miłośników przebywania w kamienicach. Ładne zadbane gotowe do wprowadzenia .Znajduje się na 4 piętrze odnowionej kamienicy na ul.Małeckiego. Posiada 2 pokoje jeden z aneksem kuchennym łazienkę i przestronny korytarz wszystko o...
3985,215000,1,33,1,Poznań ul. Rybaki,1,POLECAM na sprzedaż ładną wyremontowaną kawalerkę o powierzchni 33 m2 położonej w atrakcyjnym miejscu przy ul. Rybaki. Mieszkanie jest zlokalizowane na 1-piętrze 4-piętrowego budynku z 1995 r. (cegła). Składa się z: przedpokoju pokoju...
810,229000,2,39,2,Poznań Piątkowo,0,OBNIŻONA CENA! Pośrednik odpowiedzialny zawodowo - numer licencji 6054. Polecam na sprzedaż ładne zadbane mieszkanie 2 pokojowe w niskim bloku na zamkniętym osiedlu Batorego wybudowanego przez ATANERA. Mieszkanie składa się z: salon z...
85,209000,2,40,10,Poznań Grunwald Górczyn Ogrody Łazarz ul. Kordeckiego- Niezależy Układ Balkon!!!,1,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Górczynie ( ul. Kordeckiego ). Na 39 50 m2 składają się dwa ustawne pokoje osobna...
1915,275000,3,47,2,Poznań Rataje Zawady ul. Oświecenia Os.,1,Polecam na sprzedaż mieszkanie 3 pokojowe 47m2 położone 2 piętrze w niskim bloku. Mieszkanie znajduje się na Poznańskich Ratajach . Bardzo dobra lokalizacja 5min do tramwaju oraz autobusu w pobliżu przedszkola szkoły oraz przychodnie. Okolica...
1241,260000,3,56,10,Poznań Grunwald ul. Galileusza,0,Biuro Obrotu Nieruchomościami MONTERIAN uprzejmie informuję o sprzedaży mieszkania położonego na Grunwaldzie na ul. Galileusza. Lokal znajduję się na 10 piętrze wysokiego zadbanego bloku. Metraż nieruchomości to 56 mkw układ wszystkich...
4403,494400,3,62,4,Poznań Stare Miasto ul. Strzelecka Półwiejska,1,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Na sprzedaż mieszkanie o powierzchni 61 8 m2 składające się z salonu z aneksem kuchennym 2 sypialni i łazienki. Do mieszkania przynależy balkon. Nowa inwestycja przy ulicy Strzeleckiej w...
922,305000,2,53.4,3,Poznań Rataje,0,Serdecznie polecam na sprzedaż mieszkanie położone na Ratajach na Starym Żegrzu. Mieszkanie bardzo ładne ustawne. Po generalnym remoncie. Lokal znajduję się na 3 piętrze 3-piętrowego nowego bloku z cegły (2000 r.). Bardzo zadbane klatki...
1308,219918,2,36.35,2,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
687,600000,3,69,1,Poznań Stare Miasto Chwaliszewo ul. Tylne Chwaliszewo,0,Na sprzedaż luksusowy apartament z widokiem na Wartę oraz Ostrów Tumski położony na parterze nowego obiektu przy ulicy Tylne Chwaliszewo w ścisłym centrum Poznania. Cena obejmuje miejsce w podziemnej hali garażowej z windą. Stan: idealny nie...
338,259000,2,98.96,1,Poznań Wilda ul. Czwartaków,0,Polecam do sprzedaży ciekawy lokal w willi przy ul. Czwartaków w Poznaniu. Całość ma powierzchnię 98.96 m2.W tej chwili funkcjonuje jako 3 odrębne kawalerki ! Doskonała inwestycja na wynajem ! Mieszkanie na parterze ma powierzchnię 67 m2....
530,192150,1,30.5,5,Poznań Winogrady ul. Hawelańska Lechicka,0,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....
859,160000,1,29,1,Poznań Jeżyce ul. Łukaszewicza,0,OFERTA LICENCJONOWANEGO POŚREDNIKA- GWARANCJA BEZPIECZNEJ TRANSAKCJI. Polecam na sprzedaż kawalerkę o pow. 29 m2 w dzielnicy Łazarz-stan deweloperski. Mieszkanie usytuowane jest na parterze w czteropiętrowej kamienicy dzielnica Łazarz. Kamienica...
553,450165,4,77.61,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,0,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/43 cena brutto: 470.165 21 zł CENA PROMOCYJNA DO KOŃCA WRZEŚNIA: 550.165 21 zł BRUTTO kondygnacja: I piętro balkon: tak komórka lokatorska: 2 64 m2 w cenie mieszkania dodatkowe opcje:...
234,399000,2,66.7,2,Poznań Jeżyce ul. Dąbrowskiego,0,Ciche mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Jeżyce. Dwa pokoje okna wychodzące na zachód; widok na inne budynki. Standard wykończenia: Ściany - tynk strukturalny; Podłogi - wylewka samopoziomująca; Okna - PCV;...
1563,369000,3,64,1,Poznań Naramowice,0,POLECAMY NA SPRZEDAŻ MIESZKANIE W WILLI MIEJSKIEJ W POZNANIU NARAMOWICE UL.BŁAŻEJA BLISKO REZERWATU ŻURAWINIEC. MIESZKANIE Z DUŻYM TARASEM I GARAŻEM !!! Polecam bardzo ładne mieszkanie w Poznaniu zlokalizowane w willi miejskiej...
1034,219563,2,35.13,8,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
1065,302651,2,45.69,5,Poznań Wilda ul. Chwiałkowskiego,0,0% od kupującego przy ofertach deweloperskich - ZADZWOŃ I ZAPYTAJ O SZCZEGÓŁY OFERTY! Mieszkania w kamienicy przy ul. Chwiałkowskiego są doskonałą propozycją dla osób ceniących wyrafinowany miejski styl i lubiących być blisko centrum zdarzeń....
4326,424859,3,72,3,Poznań ,1,TRZYPOKOJOWE NOWE MIESZKANIE DO WŁASNEJ ARANŻACJI PRZESTRZENI Z BALKONEM. POZNAŃ: CENTRUM STARE MIASTO. W POBLIŻU STARY RYNEK PARK CYTADELA STARY BROWAR MALTA. Reprezentacyjny nowoczesny elegancki sześciokondygnacyjny...
3217,399000,3,74,1,Poznań Przeźmierowo ul. Ogród!,1,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. KUPUJĄCY NIE PŁACI WYNAGRODZENIA DLA BIURA! Zapraszam do zapoznania się z oferta sprzedaży bezczynszowego atrakcyjnego mieszkania z ogrodem w centrum Przeźmierowa...
612,285000,4,73,1,Poznań Grunwald ul. Plewiska,0,SŁONECZNE TARASY 2 PLEWISKA UL. FABIANOWSKA 77 TYP MIESZKANIA F6' odbiór w styczniu 2016 r. MIESZKANIE DWUPOZIOMOWE NA PIĘTRZE Z TARASEM W przypadku dodatkowych pytań uprzejmie zapraszamy do bezpośredniego kontaktu z działem sprzedaży firmy...
968,168000,2,35,3,Poznań Jeżyce ul. Kassyusza,0,Na sprzedaż nowe mieszkanie 2-pokojowe o powierzchni całkowitej 35 m2 (użytkowej 26 7 m2) w świeżo wyremontowanym budynku z lat 60. Mieszkanie jest położone na piętrze 3 i wydawane jest w stanie deweloperskim (istnieje możliwość wykończenia pod...
271,206205,1,34.95,1,Poznań Winogrady ul. Hawelańska,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
268,220000,1,30,2,Poznań Górczyn ul. Hetmańska / Głogowska,0,Doskonała lokalizacja świetny punkt komunikacyjny u zbiegu ulic: Hetmańska / Głogowska - polecam do sprzedaży bardzo ładną nowszą kawalerkę wybudowaną w 2007 roku ( blok z windą). Mieszkanie o powierzchni 30 m2 składające się z jasnej ...
1660,335000,3,58,1,Poznań Górna Wilda,0,Bardzo ładne i jasne mieszkanie z balkonem położone na I piętrze w kamienicy. - korytarz 11m2 - garderoba 2 56m2 - pokój 13 05m2 - pokój 12 59m2 - łazienka 4 77m2 - kuchnia 6 82m2 - pokój 7 27m2 BUDYNEK: Kamienica w trakcie...
1017,732680,4,112.72,1,Poznań Poznań-Wilda ul. Wierzbięcice,0,Przestronne i komfortowe mieszkanie w nowoczesnym apartamentowcu blisko Centrum. Budynek zbudowany w wysokim standardzie fasada charakteryzuje się oryginalnością zarówno w wyglądzie jak i doborze materiałów połączenie szklanych ścian osłonowych...
358,443331,3,70.37,5,Poznań Jeżyce ul. Botaniczna,0,Na początku 2014 r. na poznańskich Ogrodach w jednym z najbardziej malowniczych miejsc w Poznaniu rozpoczeła się budowa Osiedla Botaniczna. Największym atutem Osiedla Botaniczna jest jego lokalizacja zapewniająca zarówno bliskość terenów...
4127,373000,3,60,1,Poznań Wilda Dębiec ul. Rejon Ul. Czechosłowackiej,1,Zapraszamy do zapoznania się z ofertą apartamentów w kameralnym budynku wielorodzinnym 10 lokalowym wraz halą garażową. Działka położona jest w urokliwej części dzielnicy Dębiec w otoczeniu niskiej przedwojennej zabudowy typu Willi Miejskich....
791,825000,4,148,1,Poznań Naramowice ul. Błażeja,0,Polecam piękne 2 poziomowe 4 pokojowe mieszkanie typu open space w 6 rodzinnej willi miejskiej na poznańskich Naramowicach. Budynek położony jest w drugiej linii zabudowy gwarantującej ciszę. Mieszkanie wykończone komfortowo: na podłogach w...
842,340000,3,47.4,5,Poznań Jeżyce ul. Sienkiewicza,0,Ciche mieszkanie na piątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Jeżyce. Trzy pokoje okna wychodzące na południe wschód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa tapeta; Podłogi - panele podłogowe; Okna -...
876,320000,3,77.2,1,Poznań Rataje ul. Os. Czecha,0,Rozkładowe jasne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Rataje. Trzy pokoje okna wychodzące na wschód zachód; widok na skwer. Standard wykończenia: Ściany - boazeria gładź gipsowa tapeta tynk...
894,251000,2,40.5,4,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,0,Polecam na sprzedaż mieszkanie dwupokojowe typu studio w nowo odrestaurowanej pięciopiętrowej kamienicy w budynku frontowym z początku XX wieku położonej w centrum Poznania. 0% PROWIZJI DLA KUPUJĄCEGO NA OFERTY DEWELOPERSKIE !!! Prace...
1266,211200,1,33,3,Poznań Poznań-Grunwald ul. Bosa,0,Przedstawiamy Państwu nową inwestycję w centrum Poznania dzielnicy Grunwald. Realizowana jest obecnie budowa budynku wielorodzinnego z 14 lokalami mieszkalnymi. Jest to kameralny trzypiętrowy budynek zaprojektowany w technologii tradycyjnej co...
4303,310000,2,70,3,Poznań Jeżyce ul. Słowackiego Reja Sienkiewicza Asnyka,1,Na sprzedaż mieszkanie 2-pokojowe 70 m2 w zadbanej kamienicy po remoncie Jeżyce Poznań cena: 310 000 zł. Lokalizacja: Idealna lokalizacja blisko przystanku tramwajowego lini nocnej i dziennej. Wokół liczne obiekty handlowe usługowe i...
947,417000,3,93,1,Poznań Wilda ul. Wilda/ Wierzbięcice / Czajcza/Św.Jerzego,0,Polecam na sprzedaż przestronne mieszkanie o powierzchni 92 5 m2 składające się z 3 pokoi (28m2 25m2 9m2 ) kuchni (15m2) łazienki (9m2) korytarza (7m2) i WC (można przerobić na skrytkę). Mieszkanie położone na 1 piętrze kamienicy na ul....
552,240000,2,37.2,5,Poznań Wilda Rynek Wildecki ul. Św. Jerzego,0,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskiej Wildzie. Mieszkanie 2-pokojowe powstało 2 lata temu w wyniku przekształcenia i adaptacji strychu. Salon z aneksem kuchennym sypialnia łazienka mały hall. (można zrobić...
1383,245000,3,52,3,Poznań Grunwald ul. Pogodna/Oddzielne Pokoje,0,WITAM serdecznie Polecam mieszkanie w przepięknej i cichej lokalizacji z doskonałym połączeniem komunikacyjnym z centrum miasta.Obok są przystanki autobusów nr. 69 64 79 82 93. W pobliżu jest pełna infrastruktura edukacyjna lekarska ...
352,309000,3,69.5,4,Poznań Grunwald ul. Raszkowska,0,Rozkładowe przestronne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na północ południe; widok na plac zabaw. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi -...
1576,525000,3,72,5,Poznań Rataje ul. Katowicka,0,BT licencjonowany pośrednik gwarancją BEZPIECZNEJ TRANSAKCJI Bardzo ładne komfortowe mieszkanie w budynku ATANERA na os.Polanka w pobliżu kompleksu wypoczynkowo-rekreacyjnego MALTA galerii: MALTA oraz POSNANIA!!! W sąsiedztwie pełna...
1355,338921,4,56.02,1,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
292,279000,2,49.8,1,Poznań Poznań-Stare Miasto ul. Garbary,0,*** 2 POKOJE *** ŚCISŁE CENTRUM *** DOSKONAŁA LOKALIZACJA *** Klimatyczne dwupokojowe mieszkanie w centrum Poznania w pobliżu Starego Rynku. Lokal położony jest na pierwszym piętrze w dwupiętrowej kamienicy z początku XXw. Na...
686,239000,2,36.5,3,Poznań Wilda,0,Mieszkanie GOTOWE DO WPROWADZENIA - 2 pokoje - piękne! Metraż mieszkania to 36 5 m2 ( salon z aneksem kuchennym sypialnia ł azienka i przedpokój ). Do mieszkania przynależy też komórka lokatorska. Lokal jest jasny ustawny i cichy ....
1193,312000,3,65,4,Poznań Winogrady Piatkowo Sołacz Naramowice ul. Zwycięstwa,0,Serdecznie zapraszamy do zapoznania się z nową ofertą 3- pokojowego mieszkania na sprzedaż położonego na WINOGRADACH Os. Zwycięstwa. Pierwotnie mieszkanie 4-pokojowe. Lokal usytuowany jest na 4 piętrze w NISKIM BLOKU. Łączny metraż mieszkania...
3699,209000,1,30,5,Poznań Stare Miasto ul. Garbary Casa Verona,1,POLECAM NA SPRZEDAŻ mieszkanie na piątym piętrze bardzo jasne z pięknym widokiem na Warte i Palarnie Kawy. Kawalerka ma 29 metrów. Kwadratowy rozkład mieszkania zapewnia możliwość wydzielenia kuchni lub drugiego pokoju. Duże okna zapewniają wiele...
823,295000,2,58,3,Poznań ul. Rybaki,1,Polecam mieszkanie w CENTRUM Poznania na ul.Rybaki w pobliżu Stary Rynek Stary Browar szkoła blisko do węzła komunikacyjnego. Mieszkanie o pow. 58 10 m 2 piwnica 5 2 m 2 wysokość sufitu 2 90 m znajdujące się w kamienicy na 3 piętrze W skład...
197,369000,2,56.3,1,Poznań Stare Miasto Wilda,1,Na sprzedaż atrakcyjne 2-pokojowe mieszkanie o powierzchni 56 m2. Główne atuty nieruchomości: • prestiżowa lokalizacja • w pełni wykończony lokal • po remoncie generalnym Nieruchomość złożona z: • pokój 17 m.kw • pokój 16 3 m.kw • przedpokój...
1620,210938,1,34.58,1,Poznań Winogrady ul. Hawelańska,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
2896,270000,2,40,3,Poznań Grunwald Jeżyce ul. Szamarzewskiego,1,POLECAM NA SPRZEDAŻ MIESZKANIE (stan deweloperski) 2 POKOJOWE W WYREMONTOWANEJ KAMIENICY NA JEŻYCACH. W mieszkaniu wstawiono okna PCV ogrzewanie i ciepła woda z miejskiego cieplika prąd. Mieszkanie składa się z pokoju dziennego z aneksem...
963,180000,1,31,1,Poznań,0,Polecam na sprzedaż 1 pok. mieszkanie położone jest na 1 piętrze na Wildzie. Kamienica z początku XX wieku została poddana całkowitej rewitalizacji - wyremontowano klatkę schodową wymieniono drzwi wejściowe oraz do mieszkań została wymieniona...
170,233000,2,42,3,Poznań Jerzyce ul. Koronna,0,Wyłączność-Aktualne 26.10.2015r ul. Piątkowska-Szydłowska blisko PST-polecam do sprzedaży mieszkanie dwupokojowe o pow.42 mkw położone na trzecim piętrze w niskim bloku z cegły . Budynek zadbany. Mieszkanie o funkcjonalnym układzie...
132,246000,2,37,10,Poznań Bonin,0,Polecamy na sprzedaż dwupokojowe mieszkanie na 10 piętrze z pięknym widokiem na panoramę miasta!!! Mieszkanie składa się z dwóch pokoi kuchni łazienki. Do nieruchomości przynależy piwnica i garaż ogrzewany. Czynsz 360 zł + 70 zł za garaż....
3302,250000,2,44,1,Poznań Jeżyce Sołacz ul. Mylna,1,Polecamy do sprzedaży mieszkanie 2-pokojowe zlokalizowane na Jeżycach przy ul. Mylnej. Powierzchnia całkowita wynosi 44m. Do mieszkania przynależy garaż na jednej Księdze Wieczystej z mieszkaniem. Garaż płatny dodatkowo 25 000 PLN. Budynek...
1476,265000,1,34,3,Poznań Piekary ul. Piekary,0,Apartamentowiec Ataner Piekary Poznań Oferujemy do zakupu kawalerkę o pow.34m2 z 2001r położoną na 3 piętrze w VI-piętrowym apartamentowcu Atanera przy ul. Piekary w Poznaniu nieopodal Browaru. W skład mieszkania wchodzi pokój z aneksem z...
34,167999,1,37,1,Poznań Wilda ul. Dezyderego Chłapowskiego,0,Polecam na sprzedaż kawalerkę w rewitalizowanej kamienicy w centrum Poznania! Mieszkanie mieści się na wysokim parterze w kamienicy mieszkalnej. Obecnie na powierzchnię 37m2 składa się jeden duży pokój oddzielna kuchnia i łazienka oraz...
731,390000,3,89,3,Poznań Łazarz ul. Hetmańska / Głogowska,0,OKAZJA!!! Polecam trzypokojowe przestronne BEZCZYNSZOWE mieszkanie w kamienicy na poznańskim Łazarzu. IDEALNE POD INWESTYCJĘ. OBECNIE WYNAJMOWANE (umowa najmu na okres 1 roku z możliwością przedłużenia). OPIS MIESZKANIA: MIESZKANIE...
798,249875,2,40.63,4,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
298,306000,1,45.69,5,Poznań Wilda Dębiec ul. Przemysłowa,1,Zapraszamy do oglądania mieszkania w doskonałej lokalizacji! Lokal do własnej aranżacji - może być to przestronne studio lub mieszkanie 2 pokojowe! Piękny widok na miasto! Budynek położony jest w dzielnicy Wilda w jej północnej części...
1008,520000,3,90.75,1,Poznań Stare Miasto ul. Strzeszyńska,0,Oferujemy na sprzedaż 3 pokojowe mieszkanie w budynku mieszkalnym wielorodzinnym w dzielnicy Podolany przy ulicy Strzeszyńskiej o powierzchni 90 75 m2 wraz z garażem o powierzchni 17 21 m2- łączna powierzchnia nieruchomości wynosi 107 96 m2....
1072,438822,3,77.1,3,Poznań Grunwald ul. Kamiennogórska,0,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
363,320000,3,62,3,Poznań ul. Jana Iii Sobieskiego,0,62 m2 - 320.000 zł Zapraszam do zapoznania się z ofertą sprzedaży mieszkania o powierzchni 62 m2 położonego w Poznaniu na Piątkowie - osiedle Jana III Sobieskiego w bloku czteropiętrowym na trzecim piętrze. Nieruchomość składa się z trzech...
571,399000,3,74,4,Poznań Piątkowo ul. Os. Zygmunta Starego,0,Zapraszam do zapoznania się z ofertą sprzedaży ciekawego mieszkania znajdującego się na 4 piętrze niskiego bloku z cegły na poznańskim Piątkowie. Mieszkanie klimatyczne przestronne gotowe do zamieszkania składa się z 3 przestronnych pokoi ...
3594,168000,1,30,8,Poznań Rataje Śródka ul. Bohaterów Ii Wojny Światowej Oś.,1,POLECAM NA SPRZEDAŻ odświeżona kawalerka a os. Bohaterów II Wojny Światowej. Rozkład pomieszczeń: Pokój Panele podłogowe duże podwójne okno z roletami wbudowana szafa z zasuwanymi drzwiami z licznymi półkami szufladami i wieszakami....
1285,209000,1,28,5,Poznań Jeżyce Łazarz Grunwald Wilda Rata ul. Garbary - Nowe Polecam!!!,1,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu kawalerkę położoną w ścisłym Centrum ( ul. Garbary ). Istnieje możliwość wyodrębnienia drugiego pokoju. Mieszkanie...
934,178000,2,31.37,2,Poznań Grunwald Ogrody Jeżyce Łazarz Gór ul. Przybyszewskiego - Z Balkonem!!!,1,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Grunwaldzie ( ul. Przybyszewskiego ). Na 31 37 m2 składają się dwa ustawne pokoje ...
825,290000,3,54,3,Poznań Winogrady ul. Os. Powstańców Warszawy,0,Polecamy na sprzedaż: Mieszkanie wykończone w wysokim standardzie. Salon połączony z kuchnią dwie sypialnie i łazienka w pełni umeblowane. W pełni wyposażona kuchnia. w łazience prysznic. Przy przystanku PESTKA i autobusu. Dwa przystanki...
700,335590,3,59.82,1,Poznań Nowe Miasto ul. Smolna 13 D,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
1366,249875,2,40.63,3,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
1184,250000,2,50,1,Poznań ul. Kredyt Na Własne M,0,Zajmujemy się pośrednictwem w obrocie nieruchomościami kredytami na zakup mieszkania oraz ubezpieczeniem zakupionej nieruchomości. Ogłoszenie dotyczy oferty uzyskania środków na zakup własnego M więc poniżej przedstawiam informacje. Porównaj...
